complaint_id,shipment_id,customer_id,product_id,complaint_datetime,complaint_text,sentiment_label,named_entities,resolution_status
CMP-000424,SHP-000214,CUST-0055,PRD-077,2026-03-04 11:00:00,wrong label on carton created receiving delay. Product=Control Board 077; shipment=SHP-000214; probable root cause=logistics.,negative,PRODUCT:PRD-077;SHIPMENT:SHP-000214;CAUSE:logistics,closed
CMP-000425,SHP-000835,CUST-0070,PRD-042,2025-10-13 14:00:00,surface scratch detected on incoming parts. Product=Connector 042; shipment=SHP-000835; probable root cause=material_shortage.,negative,PRODUCT:PRD-042;SHIPMENT:SHP-000835;CAUSE:material_shortage,open
CMP-000426,SHP-000922,CUST-0097,PRD-060,2025-12-11 08:00:00,late delivery caused line stoppage at customer site. Product=Connector 060; shipment=SHP-000922; probable root cause=quality_hold.,negative,PRODUCT:PRD-060;SHIPMENT:SHP-000922;CAUSE:quality_hold,closed
CMP-000427,SHP-000909,CUST-0107,PRD-058,2025-11-06 14:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 058; shipment=SHP-000909; probable root cause=production_delay.,negative,PRODUCT:PRD-058;SHIPMENT:SHP-000909;CAUSE:production_delay,closed
CMP-000428,SHP-000283,CUST-0050,PRD-036,2026-06-14 09:00:00,late delivery caused line stoppage at customer site. Product=Connector 036; shipment=SHP-000283; probable root cause=production_delay.,negative,PRODUCT:PRD-036;SHIPMENT:SHP-000283;CAUSE:production_delay,closed
CMP-000429,SHP-001153,CUST-0079,PRD-016,2025-11-14 18:00:00,late delivery caused line stoppage at customer site. Product=Connector 016; shipment=SHP-001153; probable root cause=production_delay.,negative,PRODUCT:PRD-016;SHIPMENT:SHP-001153;CAUSE:production_delay,under_review
CMP-000430,SHP-000930,CUST-0099,PRD-021,2025-12-10 08:00:00,packaging was damaged but components passed inspection. Product=Power Unit 021; shipment=SHP-000930; probable root cause=on_time.,neutral,PRODUCT:PRD-021;SHIPMENT:SHP-000930;CAUSE:on_time,closed
CMP-000431,SHP-002670,CUST-0046,PRD-072,2026-03-18 10:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 072; shipment=SHP-002670; probable root cause=logistics.,negative,PRODUCT:PRD-072;SHIPMENT:SHP-002670;CAUSE:logistics,closed
CMP-000432,SHP-002496,CUST-0068,PRD-073,2026-06-09 18:00:00,technical support resolved the issue quickly. Product=Connector 073; shipment=SHP-002496; probable root cause=on_time.,positive,PRODUCT:PRD-073;SHIPMENT:SHP-002496;CAUSE:on_time,closed
CMP-000433,SHP-001267,CUST-0089,PRD-055,2026-07-14 16:00:00,dimension deviation found during final assembly. Product=Power Unit 055; shipment=SHP-001267; probable root cause=logistics.,negative,PRODUCT:PRD-055;SHIPMENT:SHP-001267;CAUSE:logistics,open
CMP-000434,SHP-000377,CUST-0086,PRD-027,2026-04-02 13:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 027; shipment=SHP-000377; probable root cause=production_delay.,negative,PRODUCT:PRD-027;SHIPMENT:SHP-000377;CAUSE:production_delay,open
CMP-000435,SHP-000168,CUST-0097,PRD-043,2026-02-19 14:00:00,delivery arrived early and quality was acceptable. Product=Industrial Switch 043; shipment=SHP-000168; probable root cause=production_delay.,positive,PRODUCT:PRD-043;SHIPMENT:SHP-000168;CAUSE:production_delay,closed
CMP-000436,SHP-001777,CUST-0010,PRD-079,2025-09-06 15:00:00,late delivery caused line stoppage at customer site. Product=Connector 079; shipment=SHP-001777; probable root cause=logistics.,negative,PRODUCT:PRD-079;SHIPMENT:SHP-001777;CAUSE:logistics,closed
CMP-000437,SHP-002569,CUST-0119,PRD-076,2026-03-27 08:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 076; shipment=SHP-002569; probable root cause=logistics.,negative,PRODUCT:PRD-076;SHIPMENT:SHP-002569;CAUSE:logistics,closed
CMP-000438,SHP-001028,CUST-0029,PRD-041,2026-07-07 11:00:00,late delivery caused line stoppage at customer site. Product=Control Board 041; shipment=SHP-001028; probable root cause=logistics.,negative,PRODUCT:PRD-041;SHIPMENT:SHP-001028;CAUSE:logistics,under_review
CMP-000439,SHP-004296,CUST-0004,PRD-045,2025-12-31 13:00:00,wrong label on carton created receiving delay. Product=Control Board 045; shipment=SHP-004296; probable root cause=on_time.,negative,PRODUCT:PRD-045;SHIPMENT:SHP-004296;CAUSE:on_time,closed
CMP-000440,SHP-002850,CUST-0108,PRD-008,2025-12-01 19:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 008; shipment=SHP-002850; probable root cause=quality_hold.,negative,PRODUCT:PRD-008;SHIPMENT:SHP-002850;CAUSE:quality_hold,closed
CMP-000441,SHP-004249,CUST-0002,PRD-073,2026-06-27 14:00:00,dimension deviation found during final assembly. Product=Connector 073; shipment=SHP-004249; probable root cause=logistics.,negative,PRODUCT:PRD-073;SHIPMENT:SHP-004249;CAUSE:logistics,closed
CMP-000442,SHP-001309,CUST-0036,PRD-032,2026-07-11 09:00:00,technical support resolved the issue quickly. Product=Connector 032; shipment=SHP-001309; probable root cause=on_time.,positive,PRODUCT:PRD-032;SHIPMENT:SHP-001309;CAUSE:on_time,open
CMP-000443,SHP-000216,CUST-0025,PRD-023,2025-12-17 11:00:00,delivery arrived early and quality was acceptable. Product=Power Unit 023; shipment=SHP-000216; probable root cause=production_delay.,positive,PRODUCT:PRD-023;SHIPMENT:SHP-000216;CAUSE:production_delay,closed
CMP-000444,SHP-004064,CUST-0050,PRD-004,2025-11-03 11:00:00,late delivery caused line stoppage at customer site. Product=Control Board 004; shipment=SHP-004064; probable root cause=production_delay.,negative,PRODUCT:PRD-004;SHIPMENT:SHP-004064;CAUSE:production_delay,closed
CMP-000445,SHP-003246,CUST-0045,PRD-048,2025-12-13 09:00:00,dimension deviation found during final assembly. Product=Power Unit 048; shipment=SHP-003246; probable root cause=production_delay.,negative,PRODUCT:PRD-048;SHIPMENT:SHP-003246;CAUSE:production_delay,closed
CMP-000446,SHP-003512,CUST-0036,PRD-079,2025-12-12 19:00:00,surface scratch detected on incoming parts. Product=Connector 079; shipment=SHP-003512; probable root cause=on_time.,negative,PRODUCT:PRD-079;SHIPMENT:SHP-003512;CAUSE:on_time,closed
CMP-000447,SHP-004262,CUST-0108,PRD-052,2025-11-21 12:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 052; shipment=SHP-004262; probable root cause=production_delay.,negative,PRODUCT:PRD-052;SHIPMENT:SHP-004262;CAUSE:production_delay,closed
CMP-000448,SHP-002483,CUST-0062,PRD-048,2025-12-03 09:00:00,delivery arrived early and quality was acceptable. Product=Power Unit 048; shipment=SHP-002483; probable root cause=on_time.,positive,PRODUCT:PRD-048;SHIPMENT:SHP-002483;CAUSE:on_time,open
CMP-000449,SHP-002258,CUST-0118,PRD-037,2026-07-12 10:00:00,late delivery caused line stoppage at customer site. Product=Control Board 037; shipment=SHP-002258; probable root cause=logistics.,negative,PRODUCT:PRD-037;SHIPMENT:SHP-002258;CAUSE:logistics,closed
CMP-000450,SHP-005017,CUST-0025,PRD-019,2026-03-05 12:00:00,late delivery caused line stoppage at customer site. Product=Control Board 019; shipment=SHP-005017; probable root cause=production_delay.,negative,PRODUCT:PRD-019;SHIPMENT:SHP-005017;CAUSE:production_delay,open
CMP-000451,SHP-003814,CUST-0047,PRD-077,2026-03-03 09:00:00,packaging was damaged but components passed inspection. Product=Control Board 077; shipment=SHP-003814; probable root cause=quality_hold.,neutral,PRODUCT:PRD-077;SHIPMENT:SHP-003814;CAUSE:quality_hold,closed
CMP-000452,SHP-000719,CUST-0107,PRD-072,2025-10-29 14:00:00,dimension deviation found during final assembly. Product=Metal Housing 072; shipment=SHP-000719; probable root cause=logistics.,negative,PRODUCT:PRD-072;SHIPMENT:SHP-000719;CAUSE:logistics,under_review
CMP-000453,SHP-003705,CUST-0113,PRD-007,2026-02-09 10:00:00,late delivery caused line stoppage at customer site. Product=Control Board 007; shipment=SHP-003705; probable root cause=quality_hold.,negative,PRODUCT:PRD-007;SHIPMENT:SHP-003705;CAUSE:quality_hold,closed
CMP-000454,SHP-004917,CUST-0100,PRD-047,2025-12-31 08:00:00,wrong label on carton created receiving delay. Product=Metal Housing 047; shipment=SHP-004917; probable root cause=on_time.,negative,PRODUCT:PRD-047;SHIPMENT:SHP-004917;CAUSE:on_time,closed
CMP-000455,SHP-004593,CUST-0046,PRD-044,2025-09-13 19:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 044; shipment=SHP-004593; probable root cause=quality_hold.,negative,PRODUCT:PRD-044;SHIPMENT:SHP-004593;CAUSE:quality_hold,closed
CMP-000456,SHP-000557,CUST-0073,PRD-041,2026-02-06 10:00:00,surface scratch detected on incoming parts. Product=Control Board 041; shipment=SHP-000557; probable root cause=on_time.,negative,PRODUCT:PRD-041;SHIPMENT:SHP-000557;CAUSE:on_time,closed
CMP-000457,SHP-002759,CUST-0071,PRD-045,2025-12-12 13:00:00,late delivery caused line stoppage at customer site. Product=Control Board 045; shipment=SHP-002759; probable root cause=on_time.,negative,PRODUCT:PRD-045;SHIPMENT:SHP-002759;CAUSE:on_time,closed
CMP-000458,SHP-004806,CUST-0076,PRD-031,2026-03-08 15:00:00,late delivery caused line stoppage at customer site. Product=Connector 031; shipment=SHP-004806; probable root cause=production_delay.,negative,PRODUCT:PRD-031;SHIPMENT:SHP-004806;CAUSE:production_delay,under_review
CMP-000459,SHP-003627,CUST-0066,PRD-069,2026-07-15 18:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 069; shipment=SHP-003627; probable root cause=production_delay.,negative,PRODUCT:PRD-069;SHIPMENT:SHP-003627;CAUSE:production_delay,closed
CMP-000460,SHP-001626,CUST-0080,PRD-017,2025-11-28 12:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 017; shipment=SHP-001626; probable root cause=production_delay.,negative,PRODUCT:PRD-017;SHIPMENT:SHP-001626;CAUSE:production_delay,closed
CMP-000461,SHP-004370,CUST-0066,PRD-032,2026-05-04 16:00:00,packaging was damaged but components passed inspection. Product=Connector 032; shipment=SHP-004370; probable root cause=production_delay.,neutral,PRODUCT:PRD-032;SHIPMENT:SHP-004370;CAUSE:production_delay,closed
CMP-000462,SHP-001470,CUST-0077,PRD-025,2026-06-28 18:00:00,delivery arrived early and quality was acceptable. Product=Power Unit 025; shipment=SHP-001470; probable root cause=production_delay.,positive,PRODUCT:PRD-025;SHIPMENT:SHP-001470;CAUSE:production_delay,closed
CMP-000463,SHP-003715,CUST-0056,PRD-079,2026-06-16 08:00:00,wrong label on carton created receiving delay. Product=Connector 079; shipment=SHP-003715; probable root cause=production_delay.,negative,PRODUCT:PRD-079;SHIPMENT:SHP-003715;CAUSE:production_delay,closed
CMP-000464,SHP-000317,CUST-0084,PRD-028,2025-10-11 19:00:00,dimension deviation found during final assembly. Product=Industrial Switch 028; shipment=SHP-000317; probable root cause=on_time.,negative,PRODUCT:PRD-028;SHIPMENT:SHP-000317;CAUSE:on_time,open
CMP-000465,SHP-004957,CUST-0032,PRD-034,2025-10-19 14:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 034; shipment=SHP-004957; probable root cause=production_delay.,negative,PRODUCT:PRD-034;SHIPMENT:SHP-004957;CAUSE:production_delay,closed
CMP-000466,SHP-000005,CUST-0090,PRD-069,2025-09-13 11:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 069; shipment=SHP-000005; probable root cause=production_delay.,negative,PRODUCT:PRD-069;SHIPMENT:SHP-000005;CAUSE:production_delay,closed
CMP-000467,SHP-002949,CUST-0089,PRD-056,2025-12-09 10:00:00,technical support resolved the issue quickly. Product=Industrial Switch 056; shipment=SHP-002949; probable root cause=material_shortage.,positive,PRODUCT:PRD-056;SHIPMENT:SHP-002949;CAUSE:material_shortage,open
CMP-000468,SHP-002344,CUST-0065,PRD-012,2025-12-29 09:00:00,late delivery caused line stoppage at customer site. Product=Connector 012; shipment=SHP-002344; probable root cause=logistics.,negative,PRODUCT:PRD-012;SHIPMENT:SHP-002344;CAUSE:logistics,under_review
CMP-000469,SHP-001414,CUST-0012,PRD-013,2025-11-19 19:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 013; shipment=SHP-001414; probable root cause=logistics.,negative,PRODUCT:PRD-013;SHIPMENT:SHP-001414;CAUSE:logistics,open
CMP-000470,SHP-003811,CUST-0105,PRD-074,2026-04-30 19:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 074; shipment=SHP-003811; probable root cause=on_time.,negative,PRODUCT:PRD-074;SHIPMENT:SHP-003811;CAUSE:on_time,open
CMP-000471,SHP-000998,CUST-0073,PRD-063,2026-02-07 08:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 063; shipment=SHP-000998; probable root cause=material_shortage.,negative,PRODUCT:PRD-063;SHIPMENT:SHP-000998;CAUSE:material_shortage,under_review
CMP-000472,SHP-003821,CUST-0088,PRD-038,2025-09-28 14:00:00,technical support resolved the issue quickly. Product=Connector 038; shipment=SHP-003821; probable root cause=production_delay.,positive,PRODUCT:PRD-038;SHIPMENT:SHP-003821;CAUSE:production_delay,closed
CMP-000473,SHP-004936,CUST-0014,PRD-022,2025-10-31 13:00:00,delivery arrived early and quality was acceptable. Product=Industrial Switch 022; shipment=SHP-004936; probable root cause=logistics.,positive,PRODUCT:PRD-022;SHIPMENT:SHP-004936;CAUSE:logistics,closed
CMP-000474,SHP-002087,CUST-0094,PRD-035,2026-07-16 10:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 035; shipment=SHP-002087; probable root cause=logistics.,negative,PRODUCT:PRD-035;SHIPMENT:SHP-002087;CAUSE:logistics,closed
CMP-000475,SHP-002706,CUST-0037,PRD-047,2025-11-26 10:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 047; shipment=SHP-002706; probable root cause=production_delay.,negative,PRODUCT:PRD-047;SHIPMENT:SHP-002706;CAUSE:production_delay,closed
CMP-000476,SHP-002162,CUST-0043,PRD-075,2026-02-03 17:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 075; shipment=SHP-002162; probable root cause=production_delay.,negative,PRODUCT:PRD-075;SHIPMENT:SHP-002162;CAUSE:production_delay,closed
CMP-000477,SHP-000062,CUST-0090,PRD-004,2026-04-01 08:00:00,late delivery caused line stoppage at customer site. Product=Control Board 004; shipment=SHP-000062; probable root cause=logistics.,negative,PRODUCT:PRD-004;SHIPMENT:SHP-000062;CAUSE:logistics,closed
CMP-000478,SHP-000724,CUST-0010,PRD-055,2025-12-28 08:00:00,wrong label on carton created receiving delay. Product=Power Unit 055; shipment=SHP-000724; probable root cause=on_time.,negative,PRODUCT:PRD-055;SHIPMENT:SHP-000724;CAUSE:on_time,closed
CMP-000479,SHP-000969,CUST-0067,PRD-022,2026-01-27 11:00:00,packaging was damaged but components passed inspection. Product=Industrial Switch 022; shipment=SHP-000969; probable root cause=material_shortage.,neutral,PRODUCT:PRD-022;SHIPMENT:SHP-000969;CAUSE:material_shortage,closed
CMP-000480,SHP-002930,CUST-0048,PRD-066,2026-05-12 12:00:00,wrong label on carton created receiving delay. Product=Metal Housing 066; shipment=SHP-002930; probable root cause=logistics.,negative,PRODUCT:PRD-066;SHIPMENT:SHP-002930;CAUSE:logistics,closed
CMP-000481,SHP-002228,CUST-0026,PRD-051,2026-02-24 09:00:00,late delivery caused line stoppage at customer site. Product=Control Board 051; shipment=SHP-002228; probable root cause=production_delay.,negative,PRODUCT:PRD-051;SHIPMENT:SHP-002228;CAUSE:production_delay,under_review
CMP-000482,SHP-001667,CUST-0052,PRD-060,2026-08-06 15:00:00,late delivery caused line stoppage at customer site. Product=Connector 060; shipment=SHP-001667; probable root cause=production_delay.,negative,PRODUCT:PRD-060;SHIPMENT:SHP-001667;CAUSE:production_delay,closed
CMP-000483,SHP-003291,CUST-0001,PRD-036,2025-10-12 15:00:00,late delivery caused line stoppage at customer site. Product=Connector 036; shipment=SHP-003291; probable root cause=logistics.,negative,PRODUCT:PRD-036;SHIPMENT:SHP-003291;CAUSE:logistics,under_review
CMP-000484,SHP-002157,CUST-0069,PRD-034,2026-06-19 10:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 034; shipment=SHP-002157; probable root cause=production_delay.,negative,PRODUCT:PRD-034;SHIPMENT:SHP-002157;CAUSE:production_delay,open
CMP-000485,SHP-003753,CUST-0089,PRD-006,2026-01-07 08:00:00,packaging was damaged but components passed inspection. Product=Sensor Module 006; shipment=SHP-003753; probable root cause=production_delay.,neutral,PRODUCT:PRD-006;SHIPMENT:SHP-003753;CAUSE:production_delay,closed
CMP-000486,SHP-000076,CUST-0111,PRD-001,2025-11-15 09:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 001; shipment=SHP-000076; probable root cause=production_delay.,negative,PRODUCT:PRD-001;SHIPMENT:SHP-000076;CAUSE:production_delay,open
CMP-000487,SHP-004325,CUST-0047,PRD-033,2026-07-06 15:00:00,late delivery caused line stoppage at customer site. Product=Control Board 033; shipment=SHP-004325; probable root cause=on_time.,negative,PRODUCT:PRD-033;SHIPMENT:SHP-004325;CAUSE:on_time,open
CMP-000488,SHP-003292,CUST-0083,PRD-046,2026-06-20 19:00:00,late delivery caused line stoppage at customer site. Product=Control Board 046; shipment=SHP-003292; probable root cause=production_delay.,negative,PRODUCT:PRD-046;SHIPMENT:SHP-003292;CAUSE:production_delay,closed
CMP-000489,SHP-002991,CUST-0088,PRD-012,2026-04-23 15:00:00,late delivery caused line stoppage at customer site. Product=Connector 012; shipment=SHP-002991; probable root cause=production_delay.,negative,PRODUCT:PRD-012;SHIPMENT:SHP-002991;CAUSE:production_delay,closed
CMP-000490,SHP-003875,CUST-0058,PRD-024,2026-06-30 16:00:00,dimension deviation found during final assembly. Product=Connector 024; shipment=SHP-003875; probable root cause=on_time.,negative,PRODUCT:PRD-024;SHIPMENT:SHP-003875;CAUSE:on_time,open
CMP-000491,SHP-004670,CUST-0028,PRD-013,2026-05-14 19:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 013; shipment=SHP-004670; probable root cause=material_shortage.,negative,PRODUCT:PRD-013;SHIPMENT:SHP-004670;CAUSE:material_shortage,under_review
CMP-000492,SHP-004548,CUST-0052,PRD-042,2026-03-30 09:00:00,late delivery caused line stoppage at customer site. Product=Connector 042; shipment=SHP-004548; probable root cause=production_delay.,negative,PRODUCT:PRD-042;SHIPMENT:SHP-004548;CAUSE:production_delay,closed
CMP-000493,SHP-000853,CUST-0105,PRD-076,2026-07-11 17:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 076; shipment=SHP-000853; probable root cause=logistics.,negative,PRODUCT:PRD-076;SHIPMENT:SHP-000853;CAUSE:logistics,under_review
CMP-000494,SHP-002367,CUST-0119,PRD-052,2026-02-16 18:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 052; shipment=SHP-002367; probable root cause=logistics.,negative,PRODUCT:PRD-052;SHIPMENT:SHP-002367;CAUSE:logistics,closed
CMP-000495,SHP-002051,CUST-0022,PRD-030,2026-03-16 18:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 030; shipment=SHP-002051; probable root cause=production_delay.,negative,PRODUCT:PRD-030;SHIPMENT:SHP-002051;CAUSE:production_delay,closed
CMP-000496,SHP-002714,CUST-0113,PRD-012,2026-06-24 16:00:00,late delivery caused line stoppage at customer site. Product=Connector 012; shipment=SHP-002714; probable root cause=quality_hold.,negative,PRODUCT:PRD-012;SHIPMENT:SHP-002714;CAUSE:quality_hold,closed
CMP-000497,SHP-000274,CUST-0088,PRD-024,2026-01-01 13:00:00,wrong label on carton created receiving delay. Product=Connector 024; shipment=SHP-000274; probable root cause=material_shortage.,negative,PRODUCT:PRD-024;SHIPMENT:SHP-000274;CAUSE:material_shortage,closed
CMP-000498,SHP-000146,CUST-0102,PRD-076,2025-12-21 12:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 076; shipment=SHP-000146; probable root cause=production_delay.,negative,PRODUCT:PRD-076;SHIPMENT:SHP-000146;CAUSE:production_delay,closed
CMP-000499,SHP-001891,CUST-0098,PRD-051,2025-12-21 17:00:00,late delivery caused line stoppage at customer site. Product=Control Board 051; shipment=SHP-001891; probable root cause=logistics.,negative,PRODUCT:PRD-051;SHIPMENT:SHP-001891;CAUSE:logistics,under_review
CMP-000500,SHP-004801,CUST-0056,PRD-028,2025-12-03 16:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 028; shipment=SHP-004801; probable root cause=material_shortage.,negative,PRODUCT:PRD-028;SHIPMENT:SHP-004801;CAUSE:material_shortage,closed
CMP-000501,SHP-003048,CUST-0054,PRD-033,2025-11-16 09:00:00,late delivery caused line stoppage at customer site. Product=Control Board 033; shipment=SHP-003048; probable root cause=quality_hold.,negative,PRODUCT:PRD-033;SHIPMENT:SHP-003048;CAUSE:quality_hold,closed
CMP-000502,SHP-000793,CUST-0030,PRD-060,2026-04-11 17:00:00,delivery arrived early and quality was acceptable. Product=Connector 060; shipment=SHP-000793; probable root cause=quality_hold.,positive,PRODUCT:PRD-060;SHIPMENT:SHP-000793;CAUSE:quality_hold,closed
CMP-000503,SHP-000768,CUST-0112,PRD-076,2025-10-20 10:00:00,late delivery caused line stoppage at customer site. Product=Metal Housing 076; shipment=SHP-000768; probable root cause=quality_hold.,negative,PRODUCT:PRD-076;SHIPMENT:SHP-000768;CAUSE:quality_hold,closed
CMP-000504,SHP-002705,CUST-0065,PRD-039,2026-04-03 16:00:00,late delivery caused line stoppage at customer site. Product=Industrial Switch 039; shipment=SHP-002705; probable root cause=production_delay.,negative,PRODUCT:PRD-039;SHIPMENT:SHP-002705;CAUSE:production_delay,closed
CMP-000505,SHP-002828,CUST-0036,PRD-048,2026-05-25 11:00:00,delivery arrived early and quality was acceptable. Product=Power Unit 048; shipment=SHP-002828; probable root cause=on_time.,positive,PRODUCT:PRD-048;SHIPMENT:SHP-002828;CAUSE:on_time,closed
CMP-000506,SHP-001512,CUST-0007,PRD-044,2026-06-09 09:00:00,surface scratch detected on incoming parts. Product=Sensor Module 044; shipment=SHP-001512; probable root cause=production_delay.,negative,PRODUCT:PRD-044;SHIPMENT:SHP-001512;CAUSE:production_delay,closed
CMP-000507,SHP-004327,CUST-0071,PRD-066,2026-02-24 19:00:00,technical support resolved the issue quickly. Product=Metal Housing 066; shipment=SHP-004327; probable root cause=logistics.,positive,PRODUCT:PRD-066;SHIPMENT:SHP-004327;CAUSE:logistics,closed
CMP-000508,SHP-000712,CUST-0034,PRD-012,2026-02-21 16:00:00,late delivery caused line stoppage at customer site. Product=Connector 012; shipment=SHP-000712; probable root cause=logistics.,negative,PRODUCT:PRD-012;SHIPMENT:SHP-000712;CAUSE:logistics,open
CMP-000509,SHP-005036,CUST-0085,PRD-005,2026-02-01 10:00:00,wrong label on carton created receiving delay. Product=Industrial Switch 005; shipment=SHP-005036; probable root cause=logistics.,negative,PRODUCT:PRD-005;SHIPMENT:SHP-005036;CAUSE:logistics,closed
CMP-000510,SHP-002966,CUST-0064,PRD-064,2026-05-22 09:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 064; shipment=SHP-002966; probable root cause=quality_hold.,negative,PRODUCT:PRD-064;SHIPMENT:SHP-002966;CAUSE:quality_hold,closed
CMP-000511,SHP-002889,CUST-0101,PRD-060,2025-12-15 10:00:00,late delivery caused line stoppage at customer site. Product=Connector 060; shipment=SHP-002889; probable root cause=production_delay.,negative,PRODUCT:PRD-060;SHIPMENT:SHP-002889;CAUSE:production_delay,closed
CMP-000512,SHP-001146,CUST-0014,PRD-056,2026-06-11 11:00:00,packaging was damaged but components passed inspection. Product=Industrial Switch 056; shipment=SHP-001146; probable root cause=production_delay.,neutral,PRODUCT:PRD-056;SHIPMENT:SHP-001146;CAUSE:production_delay,closed
CMP-000513,SHP-004855,CUST-0096,PRD-077,2026-07-26 16:00:00,packaging was damaged but components passed inspection. Product=Control Board 077; shipment=SHP-004855; probable root cause=production_delay.,neutral,PRODUCT:PRD-077;SHIPMENT:SHP-004855;CAUSE:production_delay,closed
CMP-000514,SHP-004321,CUST-0007,PRD-042,2025-08-18 15:00:00,surface scratch detected on incoming parts. Product=Connector 042; shipment=SHP-004321; probable root cause=material_shortage.,negative,PRODUCT:PRD-042;SHIPMENT:SHP-004321;CAUSE:material_shortage,closed
CMP-000515,SHP-004436,CUST-0019,PRD-032,2026-01-02 18:00:00,delivery arrived early and quality was acceptable. Product=Connector 032; shipment=SHP-004436; probable root cause=quality_hold.,positive,PRODUCT:PRD-032;SHIPMENT:SHP-004436;CAUSE:quality_hold,closed
CMP-000516,SHP-002190,CUST-0069,PRD-019,2026-06-10 14:00:00,late delivery caused line stoppage at customer site. Product=Control Board 019; shipment=SHP-002190; probable root cause=production_delay.,negative,PRODUCT:PRD-019;SHIPMENT:SHP-002190;CAUSE:production_delay,under_review
CMP-000517,SHP-005011,CUST-0096,PRD-065,2026-06-01 19:00:00,dimension deviation found during final assembly. Product=Connector 065; shipment=SHP-005011; probable root cause=production_delay.,negative,PRODUCT:PRD-065;SHIPMENT:SHP-005011;CAUSE:production_delay,closed
CMP-000518,SHP-003376,CUST-0065,PRD-060,2026-07-01 13:00:00,late delivery caused line stoppage at customer site. Product=Connector 060; shipment=SHP-003376; probable root cause=production_delay.,negative,PRODUCT:PRD-060;SHIPMENT:SHP-003376;CAUSE:production_delay,open
CMP-000519,SHP-000256,CUST-0058,PRD-010,2026-05-28 09:00:00,late delivery caused line stoppage at customer site. Product=Power Unit 010; shipment=SHP-000256; probable root cause=production_delay.,negative,PRODUCT:PRD-010;SHIPMENT:SHP-000256;CAUSE:production_delay,open
CMP-000520,SHP-003188,CUST-0047,PRD-074,2026-04-18 13:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 074; shipment=SHP-003188; probable root cause=logistics.,negative,PRODUCT:PRD-074;SHIPMENT:SHP-003188;CAUSE:logistics,closed
CMP-000521,SHP-003551,CUST-0104,PRD-025,2026-05-11 11:00:00,wrong label on carton created receiving delay. Product=Power Unit 025; shipment=SHP-003551; probable root cause=quality_hold.,negative,PRODUCT:PRD-025;SHIPMENT:SHP-003551;CAUSE:quality_hold,open
CMP-000522,SHP-005114,CUST-0050,PRD-004,2026-01-09 09:00:00,technical support resolved the issue quickly. Product=Control Board 004; shipment=SHP-005114; probable root cause=on_time.,positive,PRODUCT:PRD-004;SHIPMENT:SHP-005114;CAUSE:on_time,closed
CMP-000523,SHP-000114,CUST-0041,PRD-018,2026-06-03 10:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 018; shipment=SHP-000114; probable root cause=production_delay.,negative,PRODUCT:PRD-018;SHIPMENT:SHP-000114;CAUSE:production_delay,closed
CMP-000524,SHP-004566,CUST-0115,PRD-076,2025-10-17 14:00:00,wrong label on carton created receiving delay. Product=Metal Housing 076; shipment=SHP-004566; probable root cause=production_delay.,negative,PRODUCT:PRD-076;SHIPMENT:SHP-004566;CAUSE:production_delay,closed
CMP-000525,SHP-004851,CUST-0110,PRD-069,2026-05-01 16:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 069; shipment=SHP-004851; probable root cause=logistics.,negative,PRODUCT:PRD-069;SHIPMENT:SHP-004851;CAUSE:logistics,open
CMP-000526,SHP-003905,CUST-0108,PRD-005,2025-11-27 17:00:00,dimension deviation found during final assembly. Product=Industrial Switch 005; shipment=SHP-003905; probable root cause=production_delay.,negative,PRODUCT:PRD-005;SHIPMENT:SHP-003905;CAUSE:production_delay,open
CMP-000527,SHP-005186,CUST-0056,PRD-001,2026-02-16 17:00:00,late delivery caused line stoppage at customer site. Product=Sensor Module 001; shipment=SHP-005186; probable root cause=production_delay.,negative,PRODUCT:PRD-001;SHIPMENT:SHP-005186;CAUSE:production_delay,closed
